D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_24_709.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_24_709.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_24_709.jpg, -0.101745, 1, 0, 10.89723
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_24_812.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_24_812.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_24_812.jpg, 0, 1, 0, 12.11508
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_24_913.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_24_913.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_24_913.jpg, 0, 1, 0, 13.07744
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_014.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_014.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_014.jpg, -0.1826133, 1, 0, 14.11036
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_116.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_116.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_116.jpg, -0.447348, 1, 0, 15.08731
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_217.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_217.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_217.jpg, -0.1422587, 1, 0, 16.20469
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_317.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_317.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_317.jpg, 0, 1, 0, 17.17988
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_418.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_418.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_418.jpg, -0.2794611, 1, 0, 18.23286
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_520.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_520.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_520.jpg, -0.2138649, 1, 0, 19.19462
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_624.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_624.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_624.jpg, 0, 1, 0, 20.39708
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_725.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_725.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_725.jpg, -0.1645062, 1, 0, 21.41741
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_826.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_826.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_826.jpg, -0.2959311, 1, 0, 22.32814
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_25_933.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_25_933.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_25_933.jpg, 0, 1, 0, 23.31769
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_034.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_034.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_034.jpg, 0, 1, 0, 24.28041
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_140.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_140.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_140.jpg, -0.2789214, 1, 0, 25.21795
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_251.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_251.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_251.jpg, -0.2581092, 1, 0, 26.24511
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_357.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_357.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_357.jpg, 0, 1, 0, 27.18681
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_460.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_460.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_460.jpg, -0.117036, 1, 0, 28.11443
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_563.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_563.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_563.jpg, -0.4236297, 1, 0, 28.95174
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_667.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_667.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_667.jpg, -0.1121322, 1, 0, 30.02256
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_768.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_768.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_768.jpg, 0, 1, 0, 30.18856
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_873.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_873.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_873.jpg, 0, 1, 0, 30.19014
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_26_976.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_26_976.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_26_976.jpg, -0.2841258, 1, 0, 30.17275
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_082.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_082.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_082.jpg, -0.3267612, 1, 0, 30.18087
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_187.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_187.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_187.jpg, 0, 1, 0, 30.18703
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_295.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_295.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_295.jpg, -0.1074525, 1, 0, 30.19048
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_398.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_398.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_398.jpg, -0.3665205, 1, 0, 30.1667
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_506.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_506.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_506.jpg, -0.01921529, 1, 0, 30.1895
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_613.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_613.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_613.jpg, 0, 1, 0, 30.18951
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_718.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_718.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_718.jpg, 0, 1, 0, 30.19021
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_821.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_821.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_821.jpg, 0, 1, 0, 30.19034
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_27_925.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_27_925.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_27_925.jpg, -0.1471467, 1, 0, 30.18471
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_030.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_030.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_030.jpg, -0.313881, 1, 0, 30.17047
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_133.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_133.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_133.jpg, -0.03166562, 1, 0, 30.18986
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_241.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_241.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_241.jpg, 0, 1, 0, 30.18987
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_345.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_345.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_345.jpg, 0, 1, 0, 30.19033
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_448.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_448.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_448.jpg, 0, 1, 0, 30.19034
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_548.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_548.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_548.jpg, 0, 1, 0, 30.19033
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_653.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_653.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_653.jpg, 0, 1, 0, 30.19028
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_758.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_758.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_758.jpg, -0.3114402, 1, 0, 30.16615
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_862.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_862.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_862.jpg, -0.3212469, 1, 0, 30.18168
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_28_968.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_28_968.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_28_968.jpg, 0, 1, 0, 30.18664
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_075.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_075.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_075.jpg, 0, 1, 0, 30.18977
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_178.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_178.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_178.jpg, 0, 1, 0, 30.19026
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_282.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_282.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_282.jpg, 0, 1, 0, 30.19044
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_385.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_385.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_385.jpg, 0, 1, 0, 30.19
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_490.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_490.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_490.jpg, 0, 1, 0, 30.1901
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_595.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_595.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_595.jpg, 0, 1, 0, 30.18983
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_695.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_695.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_695.jpg, 0, 1, 0, 30.19
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_797.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_797.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_797.jpg, 0, 1, 0, 30.19008
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_29_902.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_29_902.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_29_902.jpg, 0, 1, 0, 30.18874
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_009.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_009.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_009.jpg, 0, 1, 0, 30.19044
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_115.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_115.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_115.jpg, 0, 1, 0, 30.18887
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_215.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_215.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_215.jpg, 0, 1, 0, 30.19065
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_316.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_316.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_316.jpg, 0, 1, 0, 30.19048
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_423.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_423.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_423.jpg, -0.200262, 1, 0, 30.17959
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_525.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_525.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_525.jpg, -0.4079652, 1, 0, 30.16268
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_628.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_628.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_628.jpg, -0.09534903, 0.8936228, 0, 30.17597
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_736.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_736.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_736.jpg, 0, 1, 0, 30.1932
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_839.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_839.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_839.jpg, 0, 1, 0, 30.19093
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_30_940.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_30_940.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_30_940.jpg, 0, 1, 0, 30.19031
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_31_047.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_31_047.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_31_047.jpg, 0, 1, 0, 30.19116
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_31_148.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_31_148.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_31_148.jpg, 0, 1, 0, 30.19044
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_31_252.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_31_252.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_31_252.jpg, 0, 1, 0, 30.19035
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_31_352.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_31_352.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_31_352.jpg, 0, 1, 0, 30.19034
D:\Study\Udemy\SelfDrivingCrashCourse\IMG\center_2023_06_26_23_48_31_455.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\left_2023_06_26_23_48_31_455.jpg, D:\Study\Udemy\SelfDrivingCrashCourse\IMG\right_2023_06_26_23_48_31_455.jpg, 0, 1, 0, 30.19033
